date,city,district,official,personal,commercial,total
22-Sep,경기,성남시 수정구,304,"77,780","2,700","80,784"
22-Sep,경기,성남시 중원구,394,"70,642","4,001","75,037"
22-Sep,경기,수원시 권선구,485,"202,330","9,715","212,530"
22-Sep,경기,수원시 영통구,412,"147,819","3,252","151,483"
22-Sep,경기,수원시 장안구,478,"104,352","3,783","108,613"
22-Sep,경기,수원시 팔달구,345,"77,298","3,325","80,968"
22-Sep,경기,시흥시,468,"258,371","8,524","267,363"
22-Sep,경기,안산시 단원구,582,"161,505","7,660","169,747"
22-Sep,경기,안산시 상록구,152,"145,948","6,040","152,140"
22-Sep,경기,안성시,409,"110,321","4,817","115,547"
22-Sep,경기,안양시 동안구,400,"121,513","6,680","128,593"
22-Sep,경기,안양시 만안구,163,"84,807","3,962","88,932"
22-Sep,경기,양주시,412,"115,584","3,535","119,531"
22-Sep,경기,양평군,606,"63,492","1,946","66,044"
22-Sep,경기,여주시,463,"66,076","7,378","73,917"
22-Sep,경기,연천군,315,"24,375","5,252","29,942"
22-Sep,경기,오산시,217,"110,730","4,031","114,978"
22-Sep,경기,용인시 기흥구,123,"193,153","6,968","200,244"
22-Sep,경기,용인시 수지구,59,"148,718","2,236","151,013"
22-Sep,경기,용인시 처인구,797,"137,228","8,194","146,219"
22-Sep,경기,의왕시,304,"66,163","3,009","69,476"
22-Sep,경기,의정부시,754,"170,017","5,751","176,522"
22-Sep,경기,이천시,426,"119,337","6,423","126,186"
22-Sep,경기,파주시,542,"233,439","11,410","245,391"
22-Sep,경기,평택시,766,"311,257","13,417","325,440"
22-Sep,경기,포천시,398,"89,336","9,984","99,718"
22-Sep,경기,하남시,428,"136,124","3,560","140,112"
22-Sep,경기,화성시,961,"480,699","13,395","495,055"
22-Sep,경기,계,"18,297","6,067,960","248,296","6,334,553"
22-Sep,강원,강릉시,545,"111,909","4,794","117,248"
22-Sep,강원,고성군,197,"15,635",233,"16,065"
22-Sep,강원,동해시,318,"46,876","1,468","48,662"
22-Sep,강원,삼척시,406,"33,093",787,"34,286"
22-Sep,강원,속초시,310,"39,896","1,402","41,608"
22-Sep,강원,양구군,211,"12,226",150,"12,587"
22-Sep,강원,양양군,197,"16,475",318,"16,990"
22-Sep,강원,영월군,340,"21,600",391,"22,331"
22-Sep,강원,원주시,624,"184,583","5,809","191,016"
22-Sep,강원,인제군,217,"19,442",296,"19,955"
22-Sep,강원,정선군,352,"20,912",475,"21,739"
22-Sep,강원,철원군,249,"24,430",333,"25,012"
22-Sep,강원,춘천시,835,"139,413","6,393","146,641"
22-Sep,강원,태백시,233,"19,869",752,"20,854"
22-Sep,강원,평창군,322,"26,299",534,"27,155"
22-Sep,강원,홍천군,423,"39,853","1,039","41,315"
22-Sep,강원,화천군,234,"13,257",179,"13,670"
22-Sep,강원,횡성군,286,"27,711",869,"28,866"
22-Sep,강원,계,"6,299","813,479","26,222","846,000"
22-Sep,충북,괴산군,224,"23,548",402,"24,174"
22-Sep,충북,단양군,235,"15,891",799,"16,925"
22-Sep,충북,보은군,238,"18,481",971,"19,690"
22-Sep,충북,영동군,258,"25,546",413,"26,217"
22-Sep,충북,옥천군,213,"28,008","1,180","29,401"
22-Sep,충북,음성군,266,"60,858","1,996","63,120"
22-Sep,충북,제천시,338,"68,729","3,463","72,530"
22-Sep,충북,증평군,92,"20,241",785,"21,118"
22-Sep,충북,진천군,225,"52,744","1,390","54,359"
22-Sep,충북,청원군,1,19,0,20
22-Sep,충북,청주시 상당구,504,"96,876","2,674","100,054"
22-Sep,충북,청주시 서원구,245,"101,738","4,444","106,427"
22-Sep,충북,청주시 청원구,387,"106,487","4,723","111,597"
22-Sep,충북,청주시 흥덕구,365,"135,307","7,759","143,431"
22-Sep,충북,충주시,627,"113,588","7,776","121,991"
22-Sep,충북,계,"4,218","868,061","38,775","911,054"
22-Sep,충남,계룡시,163,"23,659",569,"24,391"
22-Sep,충남,공주시,578,"55,243","2,735","58,556"
22-Sep,충남,금산군,207,"29,018","2,134","31,359"
22-Sep,충남,논산시,405,"61,780","2,435","64,620"
22-Sep,충남,당진시,408,"100,037","4,058","104,503"
22-Sep,충남,보령시,415,"53,371","1,406","55,192"
22-Sep,충남,부여군,302,"34,744","1,151","36,197"
22-Sep,충남,서산시,424,"98,786","3,707","102,917"
22-Sep,충남,서천군,235,"27,410",818,"28,463"
22-Sep,충남,아산시,536,"182,185","7,049","189,770"
22-Sep,충남,예산군,427,"44,493","1,408","46,328"
22-Sep,충남,천안시 동남구,293,"135,331","5,406","141,030"
22-Sep,충남,천안시 서북구,544,"202,547","5,658","208,749"
22-Sep,충남,청양군,256,"17,267",787,"18,310"
22-Sep,충남,태안군,313,"35,277",564,"36,154"
22-Sep,충남,홍성군,401,"53,884","1,434","55,719"
22-Sep,충남,계,"5,907","1,155,032","41,319","1,202,258"
22-Sep,전북,고창군,328,"31,118",588,"32,034"
22-Sep,전북,군산시,547,"134,442","6,455","141,444"
22-Sep,전북,김제시,316,"46,807","2,061","49,184"
22-Sep,전북,남원시,417,"41,858","2,626","44,901"
22-Sep,전북,무주군,194,"13,291",401,"13,886"
22-Sep,전북,부안군,264,"27,843",619,"28,726"
22-Sep,전북,순창군,229,"15,009",160,"15,398"
22-Sep,전북,완주군,418,"53,511","3,130","57,059"
22-Sep,전북,익산시,549,"138,744","5,838","145,131"
22-Sep,전북,임실군,219,"14,587",427,"15,233"
22-Sep,전북,장수군,255,"12,465",179,"12,899"
22-Sep,전북,전주시 덕진구,334,"175,106","6,939","182,379"
22-Sep,전북,전주시 완산구,795,"154,692","4,189","159,676"
22-Sep,전북,정읍시,358,"55,965","3,741","60,064"
22-Sep,전북,진안군,268,"14,467",238,"14,973"
22-Sep,전북,계,"5,491","929,905","37,591","972,987"
22-Sep,전남,강진군,256,"18,911","1,044","20,211"
22-Sep,전남,고흥군,310,"33,168",590,"34,068"
22-Sep,전남,곡성군,160,"15,286",684,"16,130"
22-Sep,전남,광양시,263,"87,798","6,140","94,201"
22-Sep,전남,구례군,147,"13,335",764,"14,246"
22-Sep,전남,나주시,476,"67,009","3,218","70,703"
22-Sep,전남,담양군,227,"27,952","1,691","29,870"
22-Sep,전남,목포시,412,"95,850","5,556","101,818"
22-Sep,전남,무안군,570,"50,648","1,110","52,328"
22-Sep,전남,보성군,230,"21,900","2,135","24,265"
22-Sep,전남,순천시,513,"143,976","5,367","149,856"
22-Sep,전남,신안군,345,"22,329","96,831","119,505"
22-Sep,전남,여수시,547,"134,490","7,375","142,412"
22-Sep,전남,영광군,212,"28,902",779,"29,893"
22-Sep,전남,영암군,286,"34,699","1,373","36,358"
22-Sep,전남,완도군,283,"25,823",548,"26,654"
22-Sep,전남,장성군,210,"27,396","1,259","28,865"
22-Sep,전남,장흥군,265,"20,390",448,"21,103"
22-Sep,전남,진도군,213,"17,316",298,"17,827"
22-Sep,전남,함평군,212,"18,507","27,623","46,342"
22-Sep,전남,해남군,326,"40,162","54,350","94,838"
22-Sep,전남,화순군,244,"33,845","2,072","36,161"
22-Sep,전남,계,"6,707","979,692","221,255","1,207,654"
22-Sep,경북,경산시,342,"141,595","4,363","146,300"
22-Sep,경북,경주시,608,"144,404","4,549","149,561"
22-Sep,경북,고령군,176,"20,658",747,"21,581"
22-Sep,경북,구미시,549,"216,305","7,168","224,022"
22-Sep,경북,군위군,122,"15,569",310,"16,001"
22-Sep,경북,김천시,393,"76,811","2,019","79,223"
22-Sep,경북,문경시,280,"38,145",883,"39,308"
22-Sep,경북,봉화군,233,"18,309",200,"18,742"
22-Sep,경북,상주시,389,"54,192","1,881","56,462"
22-Sep,경북,성주군,205,"31,502","1,339","33,046"
22-Sep,경북,안동시,729,"83,826","2,684","87,239"
22-Sep,경북,영덕군,254,"19,192",296,"19,742"
22-Sep,경북,영양군,148,"9,953",111,"10,212"
22-Sep,경북,영주시,359,"56,593","1,521","58,473"
22-Sep,경북,영천시,350,"61,541","2,574","64,465"
22-Sep,경북,예천군,294,"31,197",491,"31,982"
22-Sep,경북,울릉군,158,"5,594",632,"6,384"
22-Sep,경북,울진군,317,"26,709",338,"27,364"
22-Sep,경북,의성군,324,"31,629","1,081","33,034"
22-Sep,경북,청도군,217,"25,654",945,"26,816"
22-Sep,경북,청송군,226,"16,003",213,"16,442"
22-Sep,경북,칠곡군,305,"70,227","2,466","72,998"
22-Sep,경북,포항시 남구,435,"120,864","8,351","129,650"
22-Sep,경북,포항시 북구,363,"142,162","3,589","146,114"
22-Sep,경북,계,"7,776","1,458,634","48,751","1,515,161"
22-Sep,경남,거제시,367,"107,395","2,095","109,857"
22-Sep,경남,거창군,272,"33,227",761,"34,260"
22-Sep,경남,고성군,230,"27,085",561,"27,876"
22-Sep,경남,김해시,665,"281,578","7,536","289,779"
22-Sep,경남,남해군,279,"20,461",448,"21,188"
22-Sep,경남,밀양시,317,"57,075","3,927","61,319"
22-Sep,경남,사천시,321,"57,797","1,508","59,626"
22-Sep,경남,산청군,245,"20,746",735,"21,726"
22-Sep,경남,양산시,427,"171,457","10,657","182,541"
22-Sep,경남,의령군,207,"15,043",759,"16,009"
22-Sep,경남,진주시,645,"169,593","6,450","176,688"
22-Sep,경남,창녕군,229,"36,069",754,"37,052"
22-Sep,경남,창원시 마산합포구,362,"94,569","2,907","97,838"
22-Sep,경남,창원시 마산회원구,156,"100,572","5,660","106,388"
22-Sep,경남,창원시 성산구,642,"158,239","53,552","212,433"
22-Sep,경남,창원시 의창구,467,"117,826","3,484","121,777"
22-Sep,경남,창원시 진해구,217,"95,489","2,008","97,714"
22-Sep,경남,통영시,310,"52,904","1,382","54,596"
22-Sep,경남,하동군,228,"24,258",379,"24,865"
22-Sep,경남,함안군,204,"43,474","31,071","74,749"
22-Sep,경남,함양군,231,"19,977",421,"20,629"
22-Sep,경남,합천군,286,"23,876",623,"24,785"
22-Sep,경남,계,"7,307","1,728,710","137,678","1,873,695"
22-Sep,제주,서귀포시,775,"106,852","1,870","109,497"
22-Sep,제주,제주시,"1,632","302,080","271,258","574,970"
22-Sep,제주,계,"2,407","408,932","273,128","684,467"
22-Oct,서울,강남구,410,"224,576","22,370","247,356"
22-Oct,서울,강동구,311,"143,931","8,623","152,865"
22-Oct,서울,강북구,319,"70,745","4,188","75,252"
22-Oct,서울,강서구,360,"189,409","17,199","206,968"
22-Oct,서울,관악구,303,"112,652","5,739","118,694"
22-Oct,서울,광진구,306,"92,462","5,876","98,644"
22-Oct,서울,구로구,296,"132,820","14,332","147,448"
22-Oct,서울,금천구,165,"84,939","6,294","91,398"
22-Oct,서울,노원구,325,"143,446","8,747","152,518"
22-Oct,서울,도봉구,283,"87,936","7,515","95,734"
22-Oct,서울,동대문구,316,"94,218","4,596","99,130"
22-Oct,서울,동작구,303,"103,256","2,736","106,295"
22-Oct,서울,마포구,341,"113,590","7,808","121,739"
22-Oct,서울,서대문구,452,"84,137","5,546","90,135"
22-Oct,서울,서초구,534,"165,150","10,753","176,437"
22-Oct,서울,성동구,367,"93,690","11,447","105,504"
22-Oct,서울,성북구,302,"117,282","5,102","122,686"
22-Oct,서울,송파구,396,"235,197","14,438","250,031"
22-Oct,서울,양천구,326,"142,721","8,604","151,651"
22-Oct,서울,영등포구,380,"135,991","8,291","144,662"
22-Oct,서울,용산구,531,"72,821","2,160","75,512"
22-Oct,서울,은평구,303,"126,915","7,027","134,245"
22-Oct,서울,종로구,"3,690","44,343","2,072","50,105"
22-Oct,서울,중구,"1,241","52,902","5,208","59,351"
22-Oct,서울,중랑구,258,"105,961","9,529","115,748"
22-Oct,서울,계,"12,818","2,971,090","206,200","3,190,108"
22-Oct,부산,강서구,328,"83,726","4,552","88,606"
22-Oct,부산,금정구,274,"79,303","7,253","86,830"
22-Oct,부산,기장군,271,"82,983","2,685","85,939"
22-Oct,부산,남구,223,"91,003","9,891","101,117"
22-Oct,부산,동구,183,"56,266","5,923","62,372"
22-Oct,부산,동래구,172,"97,053","3,605","100,830"
22-Oct,부산,부산진구,373,"124,660","22,232","147,265"
22-Oct,부산,북구,232,"102,507","3,720","106,459"
22-Oct,부산,사상구,284,"82,908","5,561","88,753"
22-Oct,부산,사하구,271,"108,103","6,157","114,531"
22-Oct,부산,서구,140,"30,189","1,507","31,836"
22-Oct,부산,수영구,171,"65,594","49,766","115,531"
22-Oct,부산,연제구,970,"95,281","13,692","109,943"
22-Oct,부산,영도구,228,"31,599","1,988","33,815"
22-Oct,부산,중구,307,"31,343","7,029","38,679"
22-Oct,부산,해운대구,326,"166,064","16,465","182,855"
22-Oct,부산,계,"4,753","1,328,582","162,026","1,495,361"
22-Oct,대구,남구,354,"55,877","1,611","57,842"
22-Oct,대구,달서구,507,"275,267","15,018","290,792"
22-Oct,대구,달성군,575,"138,861","5,250","144,686"
22-Oct,대구,동구,371,"158,010","11,011","169,392"
22-Oct,대구,북구,489,"203,811","7,907","212,207"
22-Oct,대구,서구,259,"67,924","4,467","72,650"
22-Oct,대구,수성구,592,"211,960","4,745","217,297"
22-Oct,대구,중구,299,"58,870","2,869","62,038"
22-Oct,대구,계,"3,446","1,170,580","52,878","1,226,904"
22-Oct,인천,강화군,348,"37,571","8,923","46,842"
22-Oct,인천,계양구,309,"122,480","158,592","281,381"
22-Oct,인천,남동구,896,"250,707","43,220","294,823"
22-Oct,인천,동구,106,"23,637","2,644","26,387"
22-Oct,인천,미추홀구,440,"162,542","8,980","171,962"
22-Oct,인천,부평구,351,"230,476","39,977","270,804"
22-Oct,인천,서구,475,"280,699","12,217","293,391"
22-Oct,인천,연수구,433,"204,450","9,048","213,931"
22-Oct,인천,옹진군,223,"12,819",247,"13,289"
22-Oct,인천,중구,656,"72,338","12,186","85,180"
22-Oct,인천,계,"4,237","1,397,719","296,034","1,697,990"
22-Oct,광주,광산구,535,"200,895","13,354","214,784"
22-Oct,광주,남구,229,"92,816","2,689","95,734"
22-Oct,광주,동구,233,"45,357","1,076","46,666"
22-Oct,광주,북구,619,"193,689","9,322","203,630"
22-Oct,광주,서구,719,"143,945","6,431","151,095"
22-Oct,광주,계,"2,335","676,702","32,872","711,909"
22-Oct,대전,대덕구,239,"88,011","7,707","95,957"
22-Oct,대전,동구,244,"92,029","4,844","97,117"
22-Oct,대전,서구,825,"209,908","9,365","220,098"
22-Oct,대전,유성구,664,"183,372","5,673","189,709"
22-Oct,대전,중구,233,"96,557","5,519","102,309"
22-Oct,대전,계,"2,205","669,877","33,108","705,190"
22-Oct,울산,남구,735,"154,844","7,080","162,659"
22-Oct,울산,동구,191,"62,040","1,228","63,459"
22-Oct,울산,북구,227,"119,355","3,553","123,135"
22-Oct,울산,울주군,425,"127,186","7,063","134,674"
22-Oct,울산,중구,331,"99,868","2,566","102,765"
22-Oct,울산,계,"1,909","563,293","21,490","586,692"
22-Oct,세종,세종특별자치시,876,"188,199","3,502","192,577"
22-Oct,세종,계,876,"188,199","3,502","192,577"
22-Oct,경기,가평군,396,"32,165",564,"33,125"
22-Oct,경기,고양시 덕양구,667,"188,725","4,309","193,701"
22-Oct,경기,고양시 일산동구,277,"128,394","6,688","135,359"
22-Oct,경기,고양시 일산서구,131,"116,655","4,468","121,254"
22-Oct,경기,과천시,708,"29,198",699,"30,605"
22-Oct,경기,광명시,301,"101,426","4,415","106,142"
22-Oct,경기,광주시,408,"200,954","8,594","209,956"
22-Oct,경기,구리시,276,"70,622","2,866","73,764"
22-Oct,경기,군포시,299,"99,418","5,183","104,900"
22-Oct,경기,김포시,547,"232,697","8,670","241,914"
22-Oct,경기,남양주시,803,"315,269","9,312","325,384"
22-Oct,경기,동두천시,213,"39,175","1,535","40,923"
22-Oct,경기,부천시,742,"296,640","13,042","310,424"
22-Oct,경기,성남시 분당구,372,"190,053","7,904","198,329"
22-Oct,경기,성남시 수정구,306,"77,652","2,691","80,649"
22-Oct,경기,성남시 중원구,394,"71,266","4,013","75,673"
22-Oct,경기,수원시 권선구,488,"201,725","9,667","211,880"
22-Oct,경기,수원시 영통구,415,"147,978","3,329","151,722"
22-Oct,경기,수원시 장안구,478,"104,162","3,785","108,425"
22-Oct,경기,수원시 팔달구,345,"78,466","3,329","82,140"
22-Oct,경기,시흥시,467,"258,617","8,532","267,616"
22-Oct,경기,안산시 단원구,582,"161,419","7,714","169,715"
22-Oct,경기,안산시 상록구,151,"145,908","6,084","152,143"
22-Oct,경기,안성시,406,"110,403","4,788","115,597"
22-Oct,경기,안양시 동안구,398,"121,605","6,816","128,819"
22-Oct,경기,안양시 만안구,162,"85,107","3,976","89,245"
22-Oct,경기,양주시,413,"116,212","3,551","120,176"
22-Oct,경기,양평군,616,"63,667","1,931","66,214"
22-Oct,경기,여주시,461,"66,336","7,394","74,191"
22-Oct,경기,연천군,317,"24,399","5,255","29,971"
22-Oct,경기,오산시,218,"110,934","4,032","115,184"
22-Oct,경기,용인시 기흥구,121,"193,731","6,960","200,812"
22-Oct,경기,용인시 수지구,60,"148,916","2,255","151,231"
22-Oct,경기,용인시 처인구,798,"137,303","8,207","146,308"
22-Oct,경기,의왕시,301,"66,148","3,011","69,460"
22-Oct,경기,의정부시,753,"170,345","5,786","176,884"
22-Oct,경기,이천시,423,"119,696","6,360","126,479"
22-Oct,경기,파주시,541,"234,550","11,346","246,437"
22-Oct,경기,평택시,766,"312,281","13,452","326,499"
22-Oct,경기,포천시,395,"89,363","9,868","99,626"
22-Oct,경기,하남시,428,"136,433","3,618","140,479"
22-Oct,경기,화성시,959,"483,054","13,474","497,487"
22-Oct,경기,계,"18,302","6,079,067","249,473","6,346,842"
22-Oct,강원,강릉시,552,"112,019","4,761","117,332"
22-Oct,강원,고성군,197,"15,756",230,"16,183"
22-Oct,강원,동해시,319,"46,906","1,478","48,703"
22-Oct,강원,삼척시,407,"33,184",793,"34,384"
22-Oct,강원,속초시,311,"39,913","1,399","41,623"
22-Oct,강원,양구군,215,"12,267",150,"12,632"
22-Oct,강원,양양군,197,"16,517",317,"17,031"
22-Oct,강원,영월군,339,"21,623",389,"22,351"
22-Oct,강원,원주시,630,"185,209","5,817","191,656"
22-Oct,강원,인제군,217,"19,454",294,"19,965"
22-Oct,강원,정선군,357,"20,938",475,"21,770"
22-Oct,강원,철원군,250,"24,445",333,"25,028"
22-Oct,강원,춘천시,840,"139,735","6,405","146,980"
22-Oct,강원,태백시,234,"19,887",736,"20,857"
22-Oct,강원,평창군,320,"26,353",545,"27,218"
22-Oct,강원,홍천군,423,"39,927","1,033","41,383"
22-Oct,강원,화천군,235,"13,244",182,"13,661"
22-Oct,강원,횡성군,284,"27,824",871,"28,979"
22-Oct,강원,계,"6,327","815,201","26,208","847,736"
22-Oct,충북,괴산군,221,"23,604",411,"24,236"
22-Oct,충북,단양군,238,"15,942",808,"16,988"
22-Oct,충북,보은군,238,"18,535",974,"19,747"
22-Oct,충북,영동군,258,"25,632",415,"26,305"
22-Oct,충북,옥천군,213,"28,012","1,179","29,404"
22-Oct,충북,음성군,269,"60,961","1,983","63,213"
22-Oct,충북,제천시,340,"68,762","3,452","72,554"
22-Oct,충북,증평군,93,"20,298",785,"21,176"
22-Oct,충북,진천군,226,"52,918","1,431","54,575"
22-Oct,충북,청원군,1,19,0,20
22-Oct,충북,청주시 상당구,503,"97,320","2,683","100,506"
22-Oct,충북,청주시 서원구,244,"101,696","4,415","106,355"
22-Oct,충북,청주시 청원구,386,"106,631","4,745","111,762"
22-Oct,충북,청주시 흥덕구,364,"135,412","7,843","143,619"
22-Oct,충북,충주시,618,"113,923","7,852","122,393"
22-Oct,충북,계,"4,212","869,665","38,976","912,853"
22-Oct,충남,계룡시,164,"23,904",574,"24,642"
22-Oct,충남,공주시,580,"55,384","2,700","58,664"
22-Oct,충남,금산군,205,"29,075","2,128","31,408"
22-Oct,충남,논산시,405,"61,970","2,454","64,829"
22-Oct,충남,당진시,410,"100,317","4,071","104,798"
22-Oct,충남,보령시,415,"53,426","1,410","55,251"
22-Oct,충남,부여군,303,"34,812","1,149","36,264"
22-Oct,충남,서산시,430,"98,998","3,631","103,059"
22-Oct,충남,서천군,235,"27,402",816,"28,453"
22-Oct,충남,아산시,547,"182,740","7,012","190,299"
22-Oct,충남,예산군,429,"44,819","1,406","46,654"
22-Oct,충남,천안시 동남구,294,"135,574","5,401","141,269"
22-Oct,충남,천안시 서북구,545,"203,075","5,620","209,240"
22-Oct,충남,청양군,258,"17,303",783,"18,344"
22-Oct,충남,태안군,313,"35,359",561,"36,233"
22-Oct,충남,홍성군,403,"53,870","1,441","55,714"
22-Oct,충남,계,"5,936","1,158,028","41,157","1,205,121"
22-Oct,전북,고창군,328,"31,144",590,"32,062"
22-Oct,전북,군산시,549,"134,645","6,456","141,650"
22-Oct,전북,김제시,318,"46,959","2,056","49,333"
22-Oct,전북,남원시,426,"41,925","2,567","44,918"
22-Oct,전북,무주군,195,"13,293",402,"13,890"
22-Oct,전북,부안군,269,"27,892",620,"28,781"
22-Oct,전북,순창군,230,"15,065",161,"15,456"
22-Oct,전북,완주군,419,"53,611","3,120","57,150"
22-Oct,전북,익산시,551,"138,826","5,841","145,218"
22-Oct,전북,임실군,221,"14,613",427,"15,261"
22-Oct,전북,장수군,262,"12,501",180,"12,943"
22-Oct,전북,전주시 덕진구,338,"175,582","6,977","182,897"
22-Oct,전북,전주시 완산구,803,"154,742","4,213","159,758"
22-Oct,전북,정읍시,358,"56,030","3,709","60,097"
22-Oct,전북,진안군,268,"14,445",239,"14,952"
22-Oct,전북,계,"5,535","931,273","37,558","974,366"
22-Oct,전남,강진군,256,"18,921","1,041","20,218"
22-Oct,전남,고흥군,313,"33,191",588,"34,092"
22-Oct,전남,곡성군,160,"15,318",682,"16,160"
22-Oct,전남,광양시,264,"88,161","6,202","94,627"
22-Oct,전남,구례군,147,"13,317",770,"14,234"
22-Oct,전남,나주시,483,"67,039","3,210","70,732"
22-Oct,전남,담양군,227,"27,976","1,757","29,960"
22-Oct,전남,목포시,411,"96,166","5,555","102,132"
22-Oct,전남,무안군,570,"50,697","1,115","52,382"
22-Oct,전남,보성군,231,"21,991","1,945","24,167"
22-Oct,전남,순천시,515,"144,208","5,346","150,069"
22-Oct,전남,신안군,347,"22,403","98,575","121,325"
22-Oct,전남,여수시,549,"134,701","7,366","142,616"
22-Oct,전남,영광군,211,"28,957",781,"29,949"
22-Oct,전남,영암군,285,"34,821","1,347","36,453"
22-Oct,전남,완도군,286,"25,882",549,"26,717"
22-Oct,전남,장성군,208,"27,446","1,260","28,914"
22-Oct,전남,장흥군,265,"20,403",449,"21,117"
22-Oct,전남,진도군,211,"17,337",298,"17,846"
22-Oct,전남,함평군,212,"18,543","26,832","45,587"
22-Oct,전남,해남군,327,"40,270","69,657","110,254"
22-Oct,전남,화순군,247,"33,880","2,067","36,194"
22-Oct,전남,계,"6,725","981,628","237,392","1,225,745"
22-Oct,경북,경산시,341,"141,670","4,366","146,377"
22-Oct,경북,경주시,611,"144,641","4,556","149,808"
22-Oct,경북,고령군,177,"20,700",749,"21,626"
22-Oct,경북,구미시,548,"216,443","7,158","224,149"
22-Oct,경북,군위군,123,"15,568",309,"16,000"
22-Oct,경북,김천시,398,"76,902","2,014","79,314"
22-Oct,경북,문경시,280,"38,181",889,"39,350"
22-Oct,경북,봉화군,235,"18,330",200,"18,765"
22-Oct,경북,상주시,385,"54,396","1,862","56,643"
22-Oct,경북,성주군,205,"31,519","1,339","33,063"
22-Oct,경북,안동시,732,"83,951","2,685","87,368"
22-Oct,경북,영덕군,250,"19,239",297,"19,786"
22-Oct,경북,영양군,147,"9,981",109,"10,237"
22-Oct,경북,영주시,363,"56,634","1,518","58,515"
22-Oct,경북,영천시,356,"61,701","2,524","64,581"
22-Oct,경북,예천군,295,"31,307",492,"32,094"
22-Oct,경북,울릉군,160,"5,593",633,"6,386"
22-Oct,경북,울진군,316,"26,764",340,"27,420"
22-Oct,경북,의성군,327,"31,679","1,082","33,088"
22-Oct,경북,청도군,219,"25,680",947,"26,846"
22-Oct,경북,청송군,232,"16,057",213,"16,502"
22-Oct,경북,칠곡군,308,"70,393","2,472","73,173"
22-Oct,경북,포항시 남구,415,"121,814","8,394","130,623"
22-Oct,경북,포항시 북구,364,"142,346","3,585","146,295"
22-Oct,경북,계,"7,787","1,461,489","48,733","1,518,009"
22-Oct,경남,거제시,369,"107,461","2,102","109,932"
22-Oct,경남,거창군,270,"33,322",761,"34,353"
22-Oct,경남,고성군,232,"27,125",562,"27,919"
22-Oct,경남,김해시,669,"282,000","7,565","290,234"
22-Oct,경남,남해군,282,"20,498",446,"21,226"
22-Oct,경남,밀양시,320,"57,193","3,925","61,438"
22-Oct,경남,사천시,324,"57,904","1,571","59,799"
22-Oct,경남,산청군,245,"20,772",738,"21,755"
22-Oct,경남,양산시,428,"171,567","10,663","182,658"
22-Oct,경남,의령군,209,"15,072",762,"16,043"
22-Oct,경남,진주시,645,"170,089","6,384","177,118"
22-Oct,경남,창녕군,231,"36,119",755,"37,105"
22-Oct,경남,창원시 마산합포구,361,"94,826","2,916","98,103"
22-Oct,경남,창원시 마산회원구,157,"101,071","5,715","106,943"
22-Oct,경남,창원시 성산구,647,"159,212","53,797","213,656"
22-Oct,경남,창원시 의창구,468,"118,114","3,475","122,057"
22-Oct,경남,창원시 진해구,218,"95,677","2,013","97,908"
22-Oct,경남,통영시,308,"52,958","1,390","54,656"
22-Oct,경남,하동군,230,"24,264",377,"24,871"
22-Oct,경남,함안군,209,"43,544","31,635","75,388"
22-Oct,경남,함양군,233,"20,042",423,"20,698"
22-Oct,경남,합천군,283,"23,898",627,"24,808"
22-Oct,경남,계,"7,338","1,732,728","138,602","1,878,668"
22-Oct,제주,서귀포시,771,"106,906","1,870","109,547"
22-Oct,제주,제주시,"1,638","303,262","272,116","577,016"
22-Oct,제주,계,"2,409","410,168","273,986","686,563"
22-Nov,서울,강남구,414,"225,111","22,186","247,711"
22-Nov,서울,강동구,313,"144,171","8,629","153,113"
22-Nov,서울,강북구,317,"70,740","4,186","75,243"
22-Nov,서울,강서구,361,"189,904","17,146","207,411"
22-Nov,서울,관악구,295,"112,751","5,737","118,783"
22-Nov,서울,광진구,307,"92,459","5,806","98,572"
22-Nov,서울,구로구,306,"133,198","14,433","147,937"
22-Nov,서울,금천구,165,"84,990","6,295","91,450"
22-Nov,서울,노원구,327,"143,505","8,744","152,576"
22-Nov,서울,도봉구,284,"87,938","7,496","95,718"
22-Nov,서울,동대문구,314,"94,376","4,621","99,311"
22-Nov,서울,동작구,302,"103,103","2,731","106,136"
22-Nov,서울,마포구,341,"113,629","7,837","121,807"
22-Nov,서울,서대문구,452,"84,421","5,550","90,423"
22-Nov,서울,서초구,519,"165,399","10,713","176,631"
22-Nov,서울,성동구,360,"93,832","11,044","105,236"
22-Nov,서울,성북구,301,"117,290","5,105","122,696"
22-Nov,서울,송파구,396,"235,187","14,508","250,091"
22-Nov,서울,양천구,326,"142,825","8,638","151,789"
22-Nov,서울,영등포구,377,"135,857","8,274","144,508"
22-Nov,서울,용산구,530,"72,810","2,219","75,559"
22-Nov,서울,은평구,299,"126,835","6,994","134,128"
22-Nov,서울,종로구,"3,632","44,370","2,054","50,056"
22-Nov,서울,중구,"1,247","52,862","5,212","59,321"
22-Nov,서울,중랑구,258,"106,128","9,520","115,906"
22-Nov,서울,계,"12,743","2,973,691","205,678","3,192,112"
22-Nov,부산,강서구,325,"83,865","4,551","88,741"
22-Nov,부산,금정구,278,"79,128","7,256","86,662"
22-Nov,부산,기장군,273,"83,220","2,690","86,183"
22-Nov,부산,남구,224,"90,918","9,674","100,816"
22-Nov,부산,동구,185,"56,354","5,822","62,361"
22-Nov,부산,동래구,171,"97,073","3,595","100,839"
22-Nov,부산,부산진구,374,"125,403","22,235","148,012"
22-Nov,부산,북구,234,"102,493","3,710","106,437"
