date,city,district,official,personal,commercial,total
15-Dec,부산,부산진구,373.0,123237.0,6179.0,129789.0
15-Dec,부산,북구,206.0,97650.0,3837.0,101693.0
15-Dec,부산,사상구,253.0,84345.0,6177.0,90775.0
15-Dec,부산,사하구,235.0,104770.0,7393.0,112398.0
15-Dec,부산,서구,127.0,27352.0,1344.0,28823.0
15-Dec,부산,수영구,142.0,59280.0,2933.0,62355.0
15-Dec,부산,연제구,770.0,92530.0,5116.0,98416.0
15-Dec,부산,영도구,205.0,31460.0,2676.0,34341.0
15-Dec,부산,중구,302.0,15207.0,6165.0,21674.0
15-Dec,부산,해운대구,246.0,151795.0,5421.0,157462.0
15-Dec,대구,계,2728.0,1054536.0,48738.0,1106002.0
15-Dec,대구,남구,180.0,56523.0,2086.0,58789.0
15-Dec,대구,달서구,409.0,246499.0,12186.0,259094.0
15-Dec,대구,달성군,380.0,88707.0,3359.0,92446.0
15-Dec,대구,동구,294.0,140030.0,11188.0,151512.0
15-Dec,대구,북구,423.0,181335.0,8337.0,190095.0
15-Dec,대구,서구,191.0,76442.0,4375.0,81008.0
15-Dec,대구,수성구,481.0,202719.0,5212.0,208412.0
15-Dec,대구,중구,370.0,62281.0,1995.0,64646.0
15-Dec,인천,계,3355.0,1119203.0,232649.0,1355207.0
15-Dec,인천,강화군,278.0,28841.0,2410.0,31529.0
15-Dec,인천,계양구,234.0,117514.0,111638.0,229386.0
15-Dec,인천,남구,360.0,131644.0,49674.0,181678.0
15-Dec,인천,남동구,759.0,233781.0,23893.0,258433.0
15-Dec,인천,동구,80.0,25351.0,2521.0,27952.0
15-Dec,인천,부평구,309.0,191876.0,8890.0,201075.0
15-Dec,인천,서구,342.0,195920.0,10597.0,206859.0
15-Dec,인천,연수구,280.0,135054.0,7169.0,142503.0
15-Dec,인천,옹진군,162.0,10120.0,165.0,10447.0
15-Dec,인천,중구,551.0,49102.0,15692.0,65345.0
15-Dec,광주,계,1905.0,576225.0,33150.0,611280.0
15-Dec,광주,광산구,478.0,164753.0,9964.0,175195.0
15-Dec,광주,남구,161.0,80397.0,3353.0,83911.0
15-Dec,광주,동구,203.0,34508.0,1173.0,35884.0
15-Dec,광주,북구,431.0,169319.0,9119.0,178869.0
15-Dec,광주,서구,632.0,127248.0,9541.0,137421.0
15-Dec,대전,계,1689.0,603470.0,27795.0,632954.0
15-Dec,대전,대덕구,256.0,84392.0,6448.0,91096.0
15-Dec,대전,동구,156.0,85478.0,4496.0,90130.0
15-Dec,대전,서구,705.0,190452.0,6680.0,197837.0
15-Dec,대전,유성구,356.0,149035.0,4338.0,153729.0
15-Dec,대전,중구,216.0,94113.0,5833.0,100162.0
15-Dec,울산,계,1470.0,502603.0,21019.0,525092.0
15-Dec,울산,남구,596.0,147850.0,7479.0,155925.0
15-Dec,울산,동구,183.0,61451.0,899.0,62533.0
15-Dec,울산,북구,110.0,87518.0,4354.0,91982.0
15-Dec,울산,울주군,283.0,105547.0,5613.0,111443.0
15-Dec,울산,중구,298.0,100237.0,2674.0,103209.0
15-Dec,세종,계,549.0,90349.0,2242.0,93140.0
15-Dec,세종,세종특별자치시,549.0,90349.0,2242.0,93140.0
15-Dec,경기,계,14206.0,4687698.0,215187.0,4917091.0
15-Dec,경기,가평군,318.0,26040.0,705.0,27063.0
15-Dec,경기,고양시 덕양구,562.0,145828.0,3526.0,149916.0
15-Dec,경기,고양시 일산동구,256.0,106199.0,6248.0,112703.0
15-Dec,경기,고양시 일산서구,71.0,102533.0,3181.0,105785.0
15-Dec,경기,과천시,672.0,22067.0,573.0,23312.0
15-Dec,경기,광명시,268.0,100784.0,4346.0,105398.0
15-Dec,경기,광주시,329.0,143293.0,7532.0,151154.0
15-Dec,경기,구리시,197.0,58892.0,2318.0,61407.0
15-Dec,경기,군포시,232.0,91435.0,4729.0,96396.0
15-Dec,경기,김포시,367.0,145622.0,5916.0,151905.0
15-Dec,경기,남양주시,514.0,237226.0,6878.0,244618.0
15-Dec,경기,동두천시,187.0,34284.0,1190.0,35661.0
15-Dec,경기,부천시 소사구,81.0,65536.0,2847.0,68464.0
15-Dec,경기,부천시 오정구,115.0,60925.0,2369.0,63409.0
15-Dec,경기,부천시 원미구,436.0,144538.0,6058.0,151032.0
15-Dec,경기,성남시 분당구,312.0,177443.0,5710.0,183465.0
15-Dec,경기,성남시 수정구,233.0,59371.0,2327.0,61931.0
15-Dec,경기,성남시 중원구,245.0,72902.0,3967.0,77114.0
15-Dec,경기,수원시 권선구,305.0,146940.0,7091.0,154336.0
15-Dec,경기,수원시 영통구,199.0,120342.0,2681.0,123222.0
15-Dec,경기,수원시 장안구,485.0,101586.0,3663.0,105734.0
15-Dec,경기,수원시 팔달구,496.0,67910.0,3452.0,71858.0
15-Dec,경기,시흥시,399.0,172611.0,7119.0,180129.0
15-Dec,경기,안산시 단원구,486.0,138571.0,8141.0,147198.0
15-Dec,경기,안산시 상록구,154.0,132412.0,4481.0,137047.0
15-Dec,경기,안성시,309.0,84721.0,4900.0,89930.0
15-Dec,경기,안양시 동안구,365.0,116355.0,6408.0,123128.0
15-Dec,경기,안양시 만안구,129.0,76396.0,3851.0,80376.0
15-Dec,경기,양주시,301.0,82060.0,2907.0,85268.0
15-Dec,경기,양평군,447.0,48099.0,1550.0,50096.0
15-Dec,경기,여주시,319.0,54193.0,7119.0,61631.0
15-Dec,경기,연천군,258.0,20289.0,5682.0,26229.0
15-Dec,경기,오산시,195.0,80742.0,2889.0,83826.0
15-Dec,경기,용인시 기흥구,117.0,156911.0,8092.0,165120.0
15-Dec,경기,용인시 수지구,40.0,122865.0,1712.0,124617.0
15-Dec,경기,용인시 처인구,568.0,98930.0,6482.0,105980.0
15-Dec,경기,의왕시,249.0,54774.0,2834.0,57857.0
15-Dec,경기,의정부시,499.0,133039.0,4723.0,138261.0
15-Dec,경기,이천시,339.0,92132.0,5702.0,98173.0
15-Dec,경기,파주시,337.0,169325.0,10121.0,179783.0
15-Dec,경기,평택시,560.0,205002.0,9950.0,215512.0
15-Dec,경기,포천시,306.0,75422.0,10623.0,86351.0
15-Dec,경기,하남시,289.0,63887.0,2062.0,66238.0
15-Dec,경기,화성시,660.0,277266.0,10532.0,288458.0
15-Dec,강원,계,4880.0,664757.0,24403.0,694040.0
15-Dec,강원,강릉시,464.0,93778.0,4190.0,98432.0
15-Dec,강원,고성군,136.0,12512.0,248.0,12896.0
15-Dec,강원,동해시,263.0,39531.0,1338.0,41132.0
15-Dec,강원,삼척시,312.0,28427.0,697.0,29436.0
15-Dec,강원,속초시,269.0,32014.0,1267.0,33550.0
15-Dec,강원,양구군,123.0,10430.0,127.0,10680.0
15-Dec,강원,양양군,128.0,12844.0,246.0,13218.0
15-Dec,강원,영월군,286.0,18420.0,386.0,19092.0
15-Dec,강원,원주시,488.0,140616.0,5751.0,146855.0
15-Dec,강원,인제군,179.0,15729.0,226.0,16134.0
15-Dec,강원,정선군,262.0,18361.0,464.0,19087.0
15-Dec,강원,철원군,175.0,21369.0,315.0,21859.0
15-Dec,강원,춘천시,664.0,112550.0,5878.0,119092.0
15-Dec,강원,태백시,189.0,19438.0,865.0,20492.0
15-Dec,강원,평창군,253.0,22990.0,341.0,23584.0
15-Dec,강원,홍천군,315.0,32972.0,1103.0,34390.0
15-Dec,강원,화천군,165.0,11011.0,130.0,11306.0
15-Dec,강원,횡성군,209.0,21765.0,831.0,22805.0
15-Dec,충북,계,3287.0,694910.0,31872.0,730069.0
15-Dec,충북,괴산군,159.0,19481.0,308.0,19948.0
15-Dec,충북,단양군,151.0,13916.0,821.0,14888.0
15-Dec,충북,보은군,180.0,15751.0,931.0,16862.0
15-Dec,충북,영동군,197.0,22474.0,366.0,23037.0
15-Dec,충북,옥천군,169.0,23280.0,985.0,24434.0
15-Dec,충북,음성군,178.0,50105.0,1609.0,51892.0
15-Dec,충북,제천시,300.0,59116.0,3214.0,62630.0
15-Dec,충북,증평군,74.0,15974.0,748.0,16796.0
15-Dec,충북,진천군,175.0,34516.0,1067.0,35758.0
15-Dec,충북,청원군,1.0,42.0,1.0,44.0
15-Dec,충북,청주시 상당구,404.0,71438.0,2739.0,74581.0
15-Dec,충북,청주시 서원구,209.0,88487.0,5795.0,94491.0
15-Dec,충북,청주시 청원구,276.0,83090.0,3789.0,87155.0
15-Dec,충북,청주시 흥덕구,321.0,105224.0,5942.0,111487.0
15-Dec,충북,충주시,493.0,92016.0,3557.0,96066.0
15-Dec,충남,계,4623.0,925743.0,38796.0,969162.0
15-Dec,충남,계룡시,123.0,18357.0,448.0,18928.0
15-Dec,충남,공주시,495.0,48649.0,2063.0,51207.0
15-Dec,충남,금산군,155.0,25526.0,2539.0,28220.0
15-Dec,충남,논산시,318.0,54551.0,2123.0,56992.0
15-Dec,충남,당진시,320.0,79869.0,3582.0,83771.0
15-Dec,충남,보령시,312.0,46276.0,1251.0,47839.0
15-Dec,충남,부여군,223.0,30991.0,1361.0,32575.0
15-Dec,충남,서산시,358.0,77665.0,3416.0,81439.0
15-Dec,충남,서천군,195.0,24893.0,973.0,26061.0
15-Dec,충남,아산시,333.0,133345.0,6397.0,140075.0
15-Dec,충남,예산군,317.0,38674.0,1396.0,40387.0
15-Dec,충남,천안시 동남구,230.0,113313.0,5940.0,119483.0
15-Dec,충남,천안시 서북구,481.0,146961.0,4782.0,152224.0
15-Dec,충남,청양군,200.0,14706.0,808.0,15714.0
15-Dec,충남,태안군,215.0,29313.0,491.0,30019.0
15-Dec,충남,홍성군,348.0,42654.0,1226.0,44228.0
15-Dec,전북,계,4205.0,797990.0,36986.0,839181.0
15-Dec,전북,고창군,213.0,27320.0,519.0,28052.0
15-Dec,전북,군산시,415.0,117192.0,6759.0,124366.0
15-Dec,전북,김제시,242.0,40628.0,1868.0,42738.0
15-Dec,전북,남원시,363.0,35848.0,2608.0,38819.0
15-Dec,전북,무주군,151.0,11238.0,366.0,11755.0
15-Dec,전북,부안군,218.0,24984.0,610.0,25812.0
15-Dec,전북,순창군,178.0,12949.0,224.0,13351.0
15-Dec,전북,완주군,278.0,45042.0,3556.0,48876.0
15-Dec,전북,익산시,426.0,125661.0,6020.0,132107.0
15-Dec,전북,임실군,167.0,12756.0,410.0,13333.0
15-Dec,전북,장수군,181.0,10536.0,164.0,10881.0
15-Dec,전북,전주시 덕진구,348.0,132191.0,7435.0,139974.0
15-Dec,전북,전주시 완산구,551.0,141365.0,3926.0,145842.0
15-Dec,전북,정읍시,272.0,48110.0,2332.0,50714.0
15-Dec,전북,진안군,202.0,12170.0,189.0,12561.0
15-Dec,전남,계,5205.0,809187.0,83263.0,897655.0
15-Dec,전남,강진군,180.0,16595.0,995.0,17770.0
15-Dec,전남,고흥군,224.0,27216.0,705.0,28145.0
15-Dec,전남,곡성군,138.0,13038.0,840.0,14016.0
15-Dec,전남,광양시,227.0,70469.0,5867.0,76563.0
15-Dec,전남,구례군,99.0,11531.0,676.0,12306.0
15-Dec,전남,나주시,356.0,46906.0,3129.0,50391.0
15-Dec,전남,담양군,173.0,22970.0,1652.0,24795.0
15-Dec,전남,목포시,425.0,87272.0,5803.0,93500.0
15-Dec,전남,무안군,432.0,36549.0,909.0,37890.0
15-Dec,전남,보성군,201.0,19313.0,23072.0,42586.0
15-Dec,전남,순천시,429.0,116136.0,4685.0,121250.0
15-Dec,전남,신안군,180.0,17929.0,667.0,18776.0
15-Dec,전남,여수시,473.0,113800.0,6368.0,120641.0
15-Dec,전남,영광군,203.0,24254.0,738.0,25195.0
15-Dec,전남,영암군,211.0,29946.0,21523.0,51680.0
15-Dec,전남,완도군,197.0,21488.0,497.0,22182.0
15-Dec,전남,장성군,131.0,22225.0,1272.0,23628.0
15-Dec,전남,장흥군,169.0,18416.0,436.0,19021.0
15-Dec,전남,진도군,139.0,14439.0,289.0,14867.0
15-Dec,전남,함평군,146.0,15676.0,391.0,16213.0
15-Dec,전남,해남군,277.0,34544.0,583.0,35404.0
15-Dec,전남,화순군,195.0,28475.0,2166.0,30836.0
15-Dec,경북,계,6172.0,1252782.0,48541.0,1307495.0
15-Dec,경북,경산시,412.0,118728.0,4087.0,123227.0
15-Dec,경북,경주시,488.0,124736.0,5005.0,130229.0
15-Dec,경북,고령군,139.0,19253.0,432.0,19824.0
15-Dec,경북,구미시,432.0,186962.0,7613.0,195007.0
15-Dec,경북,군위군,104.0,12662.0,285.0,13051.0
15-Dec,경북,김천시,291.0,63232.0,1720.0,65243.0
15-Dec,경북,문경시,246.0,32411.0,909.0,33566.0
15-Dec,경북,봉화군,171.0,15610.0,206.0,15987.0
15-Dec,경북,상주시,332.0,46850.0,1796.0,48978.0
15-Dec,경북,성주군,167.0,26697.0,1489.0,28353.0
15-Dec,경북,안동시,450.0,74450.0,2587.0,77487.0
15-Dec,경북,영덕군,204.0,16946.0,308.0,17458.0
15-Dec,경북,영양군,121.0,8382.0,108.0,8611.0
15-Dec,경북,영주시,300.0,50701.0,1654.0,52655.0
15-Dec,경북,영천시,228.0,50997.0,2541.0,53766.0
15-Dec,경북,예천군,169.0,20233.0,413.0,20815.0
15-Dec,경북,울릉군,129.0,4448.0,332.0,4909.0
15-Dec,경북,울진군,228.0,23137.0,396.0,23761.0
15-Dec,경북,의성군,270.0,26496.0,1014.0,27780.0
15-Dec,경북,청도군,141.0,21850.0,643.0,22634.0
15-Dec,경북,청송군,182.0,13483.0,211.0,13876.0
15-Dec,경북,칠곡군,320.0,62582.0,1929.0,64831.0
15-Dec,경북,포항시 남구,342.0,112249.0,8939.0,121530.0
15-Dec,경북,포항시 북구,306.0,119687.0,3924.0,123917.0
15-Dec,경남,계,6076.0,1482942.0,75174.0,1564192.0
15-Dec,경남,거제시,264.0,99952.0,2761.0,102977.0
15-Dec,경남,거창군,226.0,27761.0,771.0,28758.0
15-Dec,경남,고성군,196.0,24227.0,703.0,25126.0
15-Dec,경남,김해시,558.0,235342.0,6487.0,242387.0
15-Dec,경남,남해군,195.0,17189.0,528.0,17912.0
15-Dec,경남,밀양시,278.0,49424.0,4320.0,54022.0
15-Dec,경남,사천시,264.0,49533.0,1568.0,51365.0
15-Dec,경남,산청군,173.0,17068.0,841.0,18082.0
15-Dec,경남,양산시,341.0,124971.0,8518.0,133830.0
15-Dec,경남,의령군,157.0,12487.0,914.0,13558.0
15-Dec,경남,진주시,545.0,142721.0,6715.0,149981.0
15-Dec,경남,창녕군,185.0,31168.0,798.0,32151.0
15-Dec,경남,창원시 마산합포구,314.0,85100.0,3059.0,88473.0
15-Dec,경남,창원시 마산회원구,167.0,96983.0,5339.0,102489.0
15-Dec,경남,창원시 성산구,139.0,120107.0,13381.0,133627.0
15-Dec,경남,창원시 의창구,845.0,120399.0,4776.0,126020.0
15-Dec,경남,창원시 진해구,185.0,75785.0,1566.0,77536.0
15-Dec,경남,통영시,286.0,49601.0,1593.0,51480.0
15-Dec,경남,하동군,198.0,22309.0,447.0,22954.0
15-Dec,경남,함안군,165.0,40787.0,8374.0,49326.0
15-Dec,경남,함양군,172.0,19293.0,765.0,20230.0
15-Dec,경남,합천군,223.0,20735.0,950.0,21908.0
15-Dec,제주,계,1845.0,338719.0,94451.0,435015.0
15-Dec,제주,서귀포시,604.0,83461.0,2166.0,86231.0
15-Dec,제주,제주시,1241.0,255258.0,92285.0,348784.0
16-Jan,서울,계,11140.0,2856048.0,196059.0,3063247.0
16-Jan,서울,강남구,342.0,224024.0,20559.0,244925.0
16-Jan,서울,강동구,217.0,129217.0,8474.0,137908.0
16-Jan,서울,강북구,279.0,70702.0,4848.0,75829.0
16-Jan,서울,강서구,293.0,176414.0,14693.0,191400.0
16-Jan,서울,관악구,255.0,115109.0,5797.0,121161.0
16-Jan,서울,광진구,264.0,90772.0,5344.0,96380.0
16-Jan,서울,구로구,216.0,127485.0,10773.0,138474.0
16-Jan,서울,금천구,121.0,75050.0,7849.0,83020.0
16-Jan,서울,노원구,250.0,144851.0,9765.0,154866.0
16-Jan,서울,도봉구,231.0,88249.0,7748.0,96228.0
16-Jan,서울,동대문구,265.0,90717.0,5848.0,96830.0
16-Jan,서울,동작구,268.0,99286.0,2782.0,102336.0
16-Jan,서울,마포구,271.0,109240.0,7508.0,117019.0
16-Jan,서울,서대문구,408.0,77517.0,5010.0,82935.0
16-Jan,서울,서초구,623.0,168030.0,10337.0,178990.0
16-Jan,서울,성동구,263.0,87835.0,7976.0,96074.0
16-Jan,서울,성북구,218.0,111099.0,5485.0,116802.0
16-Jan,서울,송파구,333.0,207313.0,11600.0,219246.0
16-Jan,서울,양천구,296.0,140634.0,9251.0,150181.0
16-Jan,서울,영등포구,299.0,135770.0,10148.0,146217.0
16-Jan,서울,용산구,344.0,73874.0,2042.0,76260.0
16-Jan,서울,은평구,220.0,119607.0,6952.0,126779.0
16-Jan,서울,종로구,3686.0,44766.0,1587.0,50039.0
16-Jan,서울,중구,992.0,47658.0,4235.0,52885.0
16-Jan,서울,중랑구,186.0,100829.0,9448.0,110463.0
16-Jan,부산,계,4216.0,1175567.0,79729.0,1259512.0
16-Jan,부산,강서구,287.0,52494.0,3519.0,56300.0
16-Jan,부산,금정구,271.0,77844.0,7510.0,85625.0
16-Jan,부산,기장군,202.0,61857.0,2100.0,64159.0
16-Jan,부산,남구,209.0,85844.0,8852.0,94905.0
16-Jan,부산,동구,221.0,23603.0,6297.0,30121.0
16-Jan,부산,동래구,166.0,84704.0,4223.0,89093.0
16-Jan,부산,부산진구,373.0,122826.0,6118.0,129317.0
16-Jan,부산,북구,206.0,98273.0,3835.0,102314.0
16-Jan,부산,사상구,250.0,84298.0,6219.0,90767.0
16-Jan,부산,사하구,235.0,104792.0,7374.0,112401.0
16-Jan,부산,서구,128.0,27451.0,1319.0,28898.0
16-Jan,부산,수영구,141.0,59485.0,2943.0,62569.0
16-Jan,부산,연제구,773.0,93347.0,5142.0,99262.0
16-Jan,부산,영도구,205.0,31500.0,2662.0,34367.0
16-Jan,부산,중구,302.0,14870.0,6163.0,21335.0
16-Jan,부산,해운대구,247.0,152379.0,5453.0,158079.0
16-Jan,대구,계,2732.0,1056908.0,48815.0,1108455.0
16-Jan,대구,남구,180.0,56660.0,2095.0,58935.0
16-Jan,대구,달서구,409.0,247408.0,12150.0,259967.0
16-Jan,대구,달성군,383.0,89438.0,3385.0,93206.0
16-Jan,대구,동구,293.0,140434.0,11233.0,151960.0
16-Jan,대구,북구,424.0,181555.0,8350.0,190329.0
16-Jan,대구,서구,192.0,76406.0,4382.0,80980.0
16-Jan,대구,수성구,481.0,202714.0,5274.0,208469.0
16-Jan,대구,중구,370.0,62293.0,1946.0,64609.0
16-Jan,인천,계,3372.0,1126969.0,234160.0,1364501.0
16-Jan,인천,강화군,285.0,28967.0,2385.0,31637.0
16-Jan,인천,계양구,233.0,118137.0,113533.0,231903.0
16-Jan,인천,남구,362.0,132297.0,49243.0,181902.0
16-Jan,인천,남동구,774.0,236012.0,25083.0,261869.0
16-Jan,인천,동구,81.0,25318.0,2508.0,27907.0
16-Jan,인천,부평구,309.0,193788.0,7772.0,201869.0
16-Jan,인천,서구,338.0,196968.0,10631.0,207937.0
16-Jan,인천,연수구,279.0,136020.0,7016.0,143315.0
16-Jan,인천,옹진군,162.0,10172.0,163.0,10497.0
16-Jan,인천,중구,549.0,49290.0,15826.0,65665.0
16-Jan,광주,계,1909.0,578478.0,33165.0,613552.0
16-Jan,광주,광산구,479.0,165727.0,9904.0,176110.0
16-Jan,광주,남구,161.0,80792.0,3343.0,84296.0
16-Jan,광주,동구,207.0,34549.0,1169.0,35925.0
16-Jan,광주,북구,432.0,170061.0,9183.0,179676.0
16-Jan,광주,서구,630.0,127349.0,9566.0,137545.0
16-Jan,대전,계,1692.0,604933.0,27840.0,634465.0
16-Jan,대전,대덕구,256.0,84396.0,6474.0,91126.0
16-Jan,대전,동구,155.0,85619.0,4490.0,90264.0
16-Jan,대전,서구,704.0,190866.0,6611.0,198181.0
16-Jan,대전,유성구,361.0,149709.0,4451.0,154521.0
16-Jan,대전,중구,216.0,94343.0,5814.0,100373.0
16-Jan,울산,계,1472.0,504935.0,21042.0,527449.0
16-Jan,울산,남구,596.0,148362.0,7473.0,156431.0
16-Jan,울산,동구,183.0,61894.0,892.0,62969.0
16-Jan,울산,북구,110.0,87852.0,4366.0,92328.0
16-Jan,울산,울주군,282.0,105994.0,5647.0,111923.0
16-Jan,울산,중구,301.0,100833.0,2664.0,103798.0
16-Jan,세종,계,550.0,92635.0,2255.0,95440.0
16-Jan,세종,세종특별자치시,550.0,92635.0,2255.0,95440.0
16-Jan,경기,계,14089.0,4713197.0,216596.0,4943882.0
16-Jan,경기,가평군,316.0,26192.0,705.0,27213.0
16-Jan,경기,고양시 덕양구,559.0,146689.0,3518.0,150766.0
16-Jan,경기,고양시 일산동구,254.0,106702.0,6688.0,113644.0
16-Jan,경기,고양시 일산서구,71.0,102827.0,3195.0,106093.0
16-Jan,경기,과천시,671.0,22123.0,578.0,23372.0
16-Jan,경기,광명시,265.0,101063.0,4342.0,105670.0
16-Jan,경기,광주시,326.0,144233.0,7573.0,152132.0
16-Jan,경기,구리시,194.0,59152.0,2332.0,61678.0
16-Jan,경기,군포시,232.0,91837.0,4695.0,96764.0
16-Jan,경기,김포시,365.0,146692.0,5938.0,152995.0
16-Jan,경기,남양주시,506.0,239267.0,6870.0,246643.0
16-Jan,경기,동두천시,186.0,34483.0,1192.0,35861.0
16-Jan,경기,부천시 소사구,79.0,65728.0,2858.0,68665.0
16-Jan,경기,부천시 오정구,112.0,61251.0,2367.0,63730.0
16-Jan,경기,부천시 원미구,434.0,144993.0,6334.0,151761.0
16-Jan,경기,성남시 분당구,311.0,178115.0,5693.0,184119.0
16-Jan,경기,성남시 수정구,231.0,60034.0,2340.0,62605.0
16-Jan,경기,성남시 중원구,243.0,73330.0,3969.0,77542.0
16-Jan,경기,수원시 권선구,301.0,147090.0,7066.0,154457.0
16-Jan,경기,수원시 영통구,199.0,120827.0,2673.0,123699.0
16-Jan,경기,수원시 장안구,477.0,101758.0,3659.0,105894.0
16-Jan,경기,수원시 팔달구,490.0,68438.0,3448.0,72376.0
16-Jan,경기,시흥시,403.0,173497.0,7154.0,181054.0
16-Jan,경기,안산시 단원구,484.0,138640.0,8112.0,147236.0
16-Jan,경기,안산시 상록구,153.0,133080.0,4500.0,137733.0
16-Jan,경기,안성시,309.0,84955.0,4903.0,90167.0
16-Jan,경기,안양시 동안구,363.0,116786.0,6412.0,123561.0
16-Jan,경기,안양시 만안구,107.0,76797.0,3866.0,80770.0
16-Jan,경기,양주시,303.0,82677.0,2886.0,85866.0
16-Jan,경기,양평군,442.0,48288.0,1564.0,50294.0
16-Jan,경기,여주시,318.0,54563.0,7123.0,62004.0
16-Jan,경기,연천군,254.0,20459.0,5698.0,26411.0
16-Jan,경기,오산시,193.0,81022.0,2892.0,84107.0
16-Jan,경기,용인시 기흥구,113.0,157141.0,8728.0,165982.0
16-Jan,경기,용인시 수지구,40.0,123343.0,1712.0,125095.0
16-Jan,경기,용인시 처인구,564.0,99391.0,6524.0,106479.0
16-Jan,경기,의왕시,248.0,55021.0,2837.0,58106.0
16-Jan,경기,의정부시,487.0,133392.0,4740.0,138619.0
16-Jan,경기,이천시,334.0,92684.0,5715.0,98733.0
16-Jan,경기,파주시,335.0,170704.0,10145.0,181184.0
16-Jan,경기,평택시,557.0,206563.0,9962.0,217082.0
16-Jan,경기,포천시,312.0,75711.0,10531.0,86554.0
16-Jan,경기,하남시,286.0,64860.0,2066.0,67212.0
16-Jan,경기,화성시,662.0,280799.0,10493.0,291954.0
16-Jan,강원,계,4872.0,668015.0,24364.0,697251.0
16-Jan,강원,강릉시,463.0,94155.0,4175.0,98793.0
16-Jan,강원,고성군,136.0,12430.0,247.0,12813.0
16-Jan,강원,동해시,260.0,39670.0,1334.0,41264.0
16-Jan,강원,삼척시,312.0,28509.0,697.0,29518.0
16-Jan,강원,속초시,267.0,32133.0,1259.0,33659.0
16-Jan,강원,양구군,122.0,10467.0,127.0,10716.0
16-Jan,강원,양양군,129.0,12873.0,249.0,13251.0
16-Jan,강원,영월군,286.0,18488.0,392.0,19166.0
16-Jan,강원,원주시,488.0,141935.0,5725.0,148148.0
16-Jan,강원,인제군,179.0,15778.0,223.0,16180.0
16-Jan,강원,정선군,265.0,18420.0,468.0,19153.0
16-Jan,강원,철원군,175.0,21452.0,313.0,21940.0
16-Jan,강원,춘천시,663.0,113205.0,5873.0,119741.0
16-Jan,강원,태백시,188.0,19482.0,862.0,20532.0
16-Jan,강원,평창군,253.0,22990.0,351.0,23594.0
16-Jan,강원,홍천군,314.0,33092.0,1099.0,34505.0
16-Jan,강원,화천군,163.0,11067.0,131.0,11361.0
16-Jan,강원,횡성군,209.0,21869.0,839.0,22917.0
16-Jan,충북,계,3297.0,698142.0,31926.0,733365.0
16-Jan,충북,괴산군,159.0,19480.0,300.0,19939.0
16-Jan,충북,단양군,151.0,13959.0,822.0,14932.0
16-Jan,충북,보은군,180.0,15810.0,932.0,16922.0
16-Jan,충북,영동군,197.0,22541.0,367.0,23105.0
16-Jan,충북,옥천군,169.0,23366.0,1021.0,24556.0
16-Jan,충북,음성군,178.0,50553.0,1621.0,52352.0
16-Jan,충북,제천시,294.0,59316.0,3233.0,62843.0
16-Jan,충북,증평군,74.0,16121.0,750.0,16945.0
16-Jan,충북,진천군,174.0,34831.0,1066.0,36071.0
16-Jan,충북,청원군,1.0,41.0,1.0,43.0
16-Jan,충북,청주시 상당구,404.0,71566.0,2727.0,74697.0
16-Jan,충북,청주시 서원구,226.0,88636.0,5842.0,94704.0
16-Jan,충북,청주시 청원구,275.0,83802.0,3712.0,87789.0
