"date","city","district","official","personal","commercial","total","formatted_date","year"
"22-Jun",경기,구리시,272,70469,2786,73527,"2022-06-01",2022
"22-Jun",경기,군포시,293,99004,5199,104496,"2022-06-01",2022
"22-Jun",경기,김포시,536,231893,8468,240897,"2022-06-01",2022
"22-Jun",경기,남양주시,786,312859,9085,322730,"2022-06-01",2022
"22-Jun",경기,동두천시,216,38992,1512,40720,"2022-06-01",2022
"22-Jun",경기,부천시,735,297681,12826,311242,"2022-06-01",2022
"22-Jun",경기,성남시 분당구,369,189356,7292,197017,"2022-06-01",2022
"22-Jun",경기,성남시 수정구,304,77569,2634,80507,"2022-06-01",2022
"22-Jun",경기,성남시 중원구,395,71232,4012,75639,"2022-06-01",2022
"22-Jun",경기,수원시 권선구,487,203722,9507,213716,"2022-06-01",2022
"22-Jun",경기,수원시 영통구,259,147636,3286,151181,"2022-06-01",2022
"22-Jun",경기,수원시 장안구,481,104191,3870,108542,"2022-06-01",2022
"22-Jun",경기,수원시 팔달구,493,73445,3247,77185,"2022-06-01",2022
"22-Jun",경기,시흥시,465,257527,8448,266440,"2022-06-01",2022
"22-Jun",경기,안산시 단원구,580,160869,7587,169036,"2022-06-01",2022
"22-Jun",경기,안산시 상록구,148,145317,5821,151286,"2022-06-01",2022
"22-Jun",경기,안성시,401,109876,4778,115055,"2022-06-01",2022
"22-Jun",경기,안양시 동안구,401,121213,6649,128263,"2022-06-01",2022
"22-Jun",경기,안양시 만안구,159,84308,3900,88367,"2022-06-01",2022
"22-Jun",경기,양주시,399,113770,3485,117654,"2022-06-01",2022
"22-Jun",경기,양평군,576,63056,1958,65590,"2022-06-01",2022
"22-Jun",경기,여주시,458,65491,7141,73090,"2022-06-01",2022
"22-Jun",경기,연천군,307,24280,5270,29857,"2022-06-01",2022
"22-Jun",경기,오산시,216,110431,3985,114632,"2022-06-01",2022
"22-Jun",경기,용인시 기흥구,116,192929,6973,200018,"2022-06-01",2022
"22-Jun",경기,용인시 수지구,54,147785,2426,150265,"2022-06-01",2022
"22-Jun",경기,용인시 처인구,799,136625,8012,145436,"2022-06-01",2022
"22-Jun",경기,의왕시,303,65921,2942,69166,"2022-06-01",2022
"22-Jun",경기,의정부시,743,169053,5651,175447,"2022-06-01",2022
"22-Jun",경기,이천시,421,118460,6430,125311,"2022-06-01",2022
"22-Jun",경기,파주시,533,229829,10824,241186,"2022-06-01",2022
"22-Jun",경기,평택시,770,307017,13207,320994,"2022-06-01",2022
"22-Jun",경기,포천시,391,89086,9006,98483,"2022-06-01",2022
"22-Jun",경기,하남시,418,135390,3488,139296,"2022-06-01",2022
"22-Jun",경기,화성시,963,475801,13169,489933,"2022-06-01",2022
"22-Jun",경기,계,18142,6034743,243843,6296728,"2022-06-01",2022
"22-Jun",강원,강릉시,536,111052,4718,116306,"2022-06-01",2022
"22-Jun",강원,고성군,190,15434,230,15854,"2022-06-01",2022
"22-Jun",강원,동해시,316,46500,1468,48284,"2022-06-01",2022
"22-Jun",강원,삼척시,401,32959,781,34141,"2022-06-01",2022
"22-Jun",강원,속초시,305,39451,1407,41163,"2022-06-01",2022
"22-Jun",강원,양구군,203,12152,147,12502,"2022-06-01",2022
"22-Jun",강원,양양군,189,16341,319,16849,"2022-06-01",2022
"22-Jun",강원,영월군,333,21543,383,22259,"2022-06-01",2022
"22-Jun",강원,원주시,614,182630,5598,188842,"2022-06-01",2022
"22-Jun",강원,인제군,216,19261,313,19790,"2022-06-01",2022
"22-Jun",강원,정선군,344,20858,477,21679,"2022-06-01",2022
"22-Jun",강원,철원군,246,24413,332,24991,"2022-06-01",2022
"22-Jun",강원,춘천시,846,138129,6398,145373,"2022-06-01",2022
"22-Jun",강원,태백시,226,19850,746,20822,"2022-06-01",2022
"22-Jun",강원,평창군,304,26154,524,26982,"2022-06-01",2022
"22-Jun",강원,홍천군,416,39685,1041,41142,"2022-06-01",2022
"22-Jun",강원,화천군,235,13300,182,13717,"2022-06-01",2022
"22-Jun",강원,횡성군,262,27547,837,28646,"2022-06-01",2022
"22-Jun",강원,계,6182,807259,25901,839342,"2022-06-01",2022
"22-Jun",충북,괴산군,220,23479,427,24126,"2022-06-01",2022
"22-Jun",충북,단양군,229,15834,782,16845,"2022-06-01",2022
"22-Jun",충북,보은군,231,18389,976,19596,"2022-06-01",2022
"22-Jun",충북,영동군,256,25343,410,26009,"2022-06-01",2022
"22-Jun",충북,옥천군,210,27916,1150,29276,"2022-06-01",2022
"22-Jun",충북,음성군,263,60283,2023,62569,"2022-06-01",2022
"22-Jun",충북,제천시,337,68338,3442,72117,"2022-06-01",2022
"22-Jun",충북,증평군,93,19991,780,20864,"2022-06-01",2022
"22-Jun",충북,진천군,217,52179,1377,53773,"2022-06-01",2022
"22-Jun",충북,청원군,1,19,0,20,"2022-06-01",2022
"22-Jun",충북,청주시 상당구,503,95446,2643,98592,"2022-06-01",2022
"22-Jun",충북,청주시 서원구,232,101768,4321,106321,"2022-06-01",2022
"22-Jun",충북,청주시 청원구,370,105800,4655,110825,"2022-06-01",2022
"22-Jun",충북,청주시 흥덕구,360,134381,7722,142463,"2022-06-01",2022
"22-Jun",충북,충주시,628,112655,7648,120931,"2022-06-01",2022
"22-Jun",충북,계,4150,861821,38356,904327,"2022-06-01",2022
"22-Jun",충남,계룡시,161,23183,569,23913,"2022-06-01",2022
"22-Jun",충남,공주시,585,54876,2654,58115,"2022-06-01",2022
"22-Jun",충남,금산군,199,28798,2032,31029,"2022-06-01",2022
"22-Jun",충남,논산시,404,61651,2405,64460,"2022-06-01",2022
"22-Jun",충남,당진시,398,98987,4057,103442,"2022-06-01",2022
"22-Jun",충남,보령시,412,53061,1397,54870,"2022-06-01",2022
"22-Jun",충남,부여군,303,34491,1148,35942,"2022-06-01",2022
"22-Jun",충남,서산시,418,98049,3626,102093,"2022-06-01",2022
"22-Jun",충남,서천군,235,27327,822,28384,"2022-06-01",2022
"22-Jun",충남,아산시,531,179979,7109,187619,"2022-06-01",2022
"22-Jun",충남,예산군,424,43990,1392,45806,"2022-06-01",2022
"22-Jun",충남,천안시 동남구,289,134513,5384,140186,"2022-06-01",2022
"22-Jun",충남,천안시 서북구,533,201214,5626,207373,"2022-06-01",2022
"22-Jun",충남,청양군,252,17120,794,18166,"2022-06-01",2022
"22-Jun",충남,태안군,313,34969,562,35844,"2022-06-01",2022
"22-Jun",충남,홍성군,419,53725,1430,55574,"2022-06-01",2022
"22-Jun",충남,계,5876,1145933,41007,1192816,"2022-06-01",2022
"22-Jun",전북,고창군,309,30931,588,31828,"2022-06-01",2022
"22-Jun",전북,군산시,553,133448,6441,140442,"2022-06-01",2022
"22-Jun",전북,김제시,310,46332,2074,48716,"2022-06-01",2022
"22-Jun",전북,남원시,412,41604,3005,45021,"2022-06-01",2022
"22-Jun",전북,무주군,198,13184,401,13783,"2022-06-01",2022
"22-Jun",전북,부안군,265,27753,615,28633,"2022-06-01",2022
"22-Jun",전북,순창군,228,14899,159,15286,"2022-06-01",2022
"22-Jun",전북,완주군,417,52740,3120,56277,"2022-06-01",2022
"22-Jun",전북,익산시,536,138194,5916,144646,"2022-06-01",2022
"22-Jun",전북,임실군,219,14538,426,15183,"2022-06-01",2022
"22-Jun",전북,장수군,244,12413,179,12836,"2022-06-01",2022
"22-Jun",전북,전주시 덕진구,337,175439,6862,182638,"2022-06-01",2022
"22-Jun",전북,전주시 완산구,784,153428,4175,158387,"2022-06-01",2022
"22-Jun",전북,정읍시,356,55542,3679,59577,"2022-06-01",2022
"22-Jun",전북,진안군,267,14423,231,14921,"2022-06-01",2022
"22-Jun",전북,계,5435,924868,37871,968174,"2022-06-01",2022
"22-Jun",전남,강진군,232,18761,1050,20043,"2022-06-01",2022
"22-Jun",전남,고흥군,310,32892,594,33796,"2022-06-01",2022
"22-Jun",전남,곡성군,162,15164,702,16028,"2022-06-01",2022
"22-Jun",전남,광양시,260,86645,6072,92977,"2022-06-01",2022
"22-Jun",전남,구례군,147,13261,760,14168,"2022-06-01",2022
"22-Jun",전남,나주시,472,66577,3174,70223,"2022-06-01",2022
"22-Jun",전남,담양군,222,27882,1678,29782,"2022-06-01",2022
"22-Jun",전남,목포시,404,95197,5519,101120,"2022-06-01",2022
"22-Jun",전남,무안군,567,50383,1101,52051,"2022-06-01",2022
"22-Jun",전남,보성군,228,21769,2721,24718,"2022-06-01",2022
"22-Jun",전남,순천시,505,143267,5381,149153,"2022-06-01",2022
"22-Jun",전남,신안군,337,22085,92590,115012,"2022-06-01",2022
"22-Jun",전남,여수시,539,133452,7367,141358,"2022-06-01",2022
"22-Jun",전남,영광군,205,28536,772,29513,"2022-06-01",2022
"22-Jun",전남,영암군,282,34521,1763,36566,"2022-06-01",2022
"22-Jun",전남,완도군,283,25763,544,26590,"2022-06-01",2022
"22-Jun",전남,장성군,207,27162,1277,28646,"2022-06-01",2022
"22-Jun",전남,장흥군,266,20309,449,21024,"2022-06-01",2022
"22-Jun",전남,진도군,206,17206,295,17707,"2022-06-01",2022
"22-Jun",전남,함평군,209,18392,30362,48963,"2022-06-01",2022
"22-Jun",전남,해남군,324,40009,48358,88691,"2022-06-01",2022
"22-Jun",전남,화순군,236,33663,2097,35996,"2022-06-01",2022
"22-Jun",전남,계,6603,972896,214626,1194125,"2022-06-01",2022
"22-Jun",경북,경산시,339,140660,4386,145385,"2022-06-01",2022
"22-Jun",경북,경주시,595,143644,4617,148856,"2022-06-01",2022
"22-Jun",경북,고령군,172,20547,739,21458,"2022-06-01",2022
"22-Jun",경북,구미시,544,215717,7262,223523,"2022-06-01",2022
"22-Jun",경북,군위군,123,15474,312,15909,"2022-06-01",2022
"22-Jun",경북,김천시,394,76282,2011,78687,"2022-06-01",2022
"22-Jun",경북,문경시,279,38164,881,39324,"2022-06-01",2022
"22-Jun",경북,봉화군,199,18260,206,18665,"2022-06-01",2022
"22-Jun",경북,상주시,392,53824,1882,56098,"2022-06-01",2022
"22-Jun",경북,성주군,200,31353,1308,32861,"2022-06-01",2022
"22-Jun",경북,안동시,770,83421,2699,86890,"2022-06-01",2022
"22-Jun",경북,영덕군,251,19083,297,19631,"2022-06-01",2022
"22-Jun",경북,영양군,146,9929,113,10188,"2022-06-01",2022
"22-Jun",경북,영주시,385,56256,1521,58162,"2022-06-01",2022
"22-Jun",경북,영천시,334,60979,2585,63898,"2022-06-01",2022
"22-Jun",경북,예천군,286,30893,492,31671,"2022-06-01",2022
"22-Jun",경북,울릉군,158,5453,618,6229,"2022-06-01",2022
"22-Jun",경북,울진군,314,26603,357,27274,"2022-06-01",2022
"22-Jun",경북,의성군,321,31454,1075,32850,"2022-06-01",2022
"22-Jun",경북,청도군,216,25489,945,26650,"2022-06-01",2022
"22-Jun",경북,청송군,198,16023,209,16430,"2022-06-01",2022
"22-Jun",경북,칠곡군,300,69713,2451,72464,"2022-06-01",2022
"22-Jun",경북,포항시 남구,436,123658,8364,132458,"2022-06-01",2022
"22-Jun",경북,포항시 북구,339,142466,3563,146368,"2022-06-01",2022
"22-Jun",경북,계,7691,1455345,48893,1511929,"2022-06-01",2022
"22-Jun",경남,거제시,362,106990,2081,109433,"2022-06-01",2022
"22-Jun",경남,거창군,271,32917,758,33946,"2022-06-01",2022
"22-Jun",경남,고성군,228,26778,557,27563,"2022-06-01",2022
"22-Jun",경남,김해시,652,279860,7493,288005,"2022-06-01",2022
"22-Jun",경남,남해군,277,20413,444,21134,"2022-06-01",2022
"22-Jun",경남,밀양시,314,56767,3921,61002,"2022-06-01",2022
"22-Jun",경남,사천시,315,57380,1532,59227,"2022-06-01",2022
"22-Jun",경남,산청군,242,20550,775,21567,"2022-06-01",2022
"22-Jun",경남,양산시,419,170563,10609,181591,"2022-06-01",2022
"22-Jun",경남,의령군,206,14985,751,15942,"2022-06-01",2022
"22-Jun",경남,진주시,642,168779,6484,175905,"2022-06-01",2022
"22-Jun",경남,창녕군,229,36036,757,37022,"2022-06-01",2022
"22-Jun",경남,창원시 마산합포구,358,94536,2875,97769,"2022-06-01",2022
"22-Jun",경남,창원시 마산회원구,158,99474,5600,105232,"2022-06-01",2022
"22-Jun",경남,창원시 성산구,638,155200,52075,207913,"2022-06-01",2022
"22-Jun",경남,창원시 의창구,465,117316,3474,121255,"2022-06-01",2022
"22-Jun",경남,창원시 진해구,219,94855,2013,97087,"2022-06-01",2022
"22-Jun",경남,통영시,310,52695,1388,54393,"2022-06-01",2022
"22-Jun",경남,하동군,227,24214,384,24825,"2022-06-01",2022
"22-Jun",경남,함안군,202,43772,28590,72564,"2022-06-01",2022
"22-Jun",경남,함양군,224,19864,420,20508,"2022-06-01",2022
"22-Jun",경남,합천군,283,23703,623,24609,"2022-06-01",2022
"22-Jun",경남,계,7241,1717647,133604,1858492,"2022-06-01",2022
"22-Jun",제주,서귀포시,777,106025,1871,108673,"2022-06-01",2022
"22-Jun",제주,제주시,1620,298036,268381,568037,"2022-06-01",2022
"22-Jun",제주,계,2397,404061,270252,676710,"2022-06-01",2022
"22-Jul",서울,강남구,407,224426,22554,247387,"2022-07-01",2022
"22-Jul",서울,강동구,305,143617,8534,152456,"2022-07-01",2022
"22-Jul",서울,강북구,313,70760,4242,75315,"2022-07-01",2022
"22-Jul",서울,강서구,350,189648,17289,207287,"2022-07-01",2022
"22-Jul",서울,관악구,303,112342,5697,118342,"2022-07-01",2022
"22-Jul",서울,광진구,298,93189,5835,99322,"2022-07-01",2022
"22-Jul",서울,구로구,292,132097,13581,145970,"2022-07-01",2022
"22-Jul",서울,금천구,165,84739,6286,91190,"2022-07-01",2022
"22-Jul",서울,노원구,324,143365,8827,152516,"2022-07-01",2022
"22-Jul",서울,도봉구,280,88050,7490,95820,"2022-07-01",2022
"22-Jul",서울,동대문구,312,93546,4664,98522,"2022-07-01",2022
"22-Jul",서울,동작구,304,103482,2752,106538,"2022-07-01",2022
"22-Jul",서울,마포구,339,113697,7545,121581,"2022-07-01",2022
"22-Jul",서울,서대문구,443,83700,5696,89839,"2022-07-01",2022
"22-Jul",서울,서초구,520,165077,10904,176501,"2022-07-01",2022
"22-Jul",서울,성동구,377,93851,11723,105951,"2022-07-01",2022
"22-Jul",서울,성북구,300,117268,5114,122682,"2022-07-01",2022
"22-Jul",서울,송파구,393,235173,14514,250080,"2022-07-01",2022
"22-Jul",서울,양천구,318,142789,8552,151659,"2022-07-01",2022
"22-Jul",서울,영등포구,377,136799,8819,145995,"2022-07-01",2022
"22-Jul",서울,용산구,347,72835,2245,75427,"2022-07-01",2022
"22-Jul",서울,은평구,303,127158,7042,134503,"2022-07-01",2022
"22-Jul",서울,종로구,3909,44385,2191,50485,"2022-07-01",2022
"22-Jul",서울,중구,1239,52493,4938,58670,"2022-07-01",2022
"22-Jul",서울,중랑구,247,105894,9491,115632,"2022-07-01",2022
"22-Jul",서울,계,12765,2970380,206525,3189670,"2022-07-01",2022
"22-Jul",부산,강서구,322,83420,4459,88201,"2022-07-01",2022
"22-Jul",부산,금정구,273,79614,7318,87205,"2022-07-01",2022
"22-Jul",부산,기장군,260,82301,2681,85242,"2022-07-01",2022
"22-Jul",부산,남구,226,91238,9702,101166,"2022-07-01",2022
"22-Jul",부산,동구,184,56074,5826,62084,"2022-07-01",2022
"22-Jul",부산,동래구,171,96810,3631,100612,"2022-07-01",2022
"22-Jul",부산,부산진구,373,123093,21856,145322,"2022-07-01",2022
"22-Jul",부산,북구,233,102083,3728,106044,"2022-07-01",2022
"22-Jul",부산,사상구,283,83279,5631,89193,"2022-07-01",2022
"22-Jul",부산,사하구,267,107941,6188,114396,"2022-07-01",2022
"22-Jul",부산,서구,143,29554,1460,31157,"2022-07-01",2022
"22-Jul",부산,수영구,166,65741,47148,113055,"2022-07-01",2022
"22-Jul",부산,연제구,968,95569,13268,109805,"2022-07-01",2022
"22-Jul",부산,영도구,227,31542,1992,33761,"2022-07-01",2022
"22-Jul",부산,중구,309,30792,6959,38060,"2022-07-01",2022
"22-Jul",부산,해운대구,321,165812,16322,182455,"2022-07-01",2022
"22-Jul",부산,계,4726,1324863,158169,1487758,"2022-07-01",2022
"22-Jul",대구,남구,352,55189,1616,57157,"2022-07-01",2022
"22-Jul",대구,달서구,504,273817,14721,289042,"2022-07-01",2022
"22-Jul",대구,달성군,573,138103,5263,143939,"2022-07-01",2022
"22-Jul",대구,동구,360,157283,11119,168762,"2022-07-01",2022
"22-Jul",대구,북구,496,203574,7885,211955,"2022-07-01",2022
"22-Jul",대구,서구,254,68264,4491,73009,"2022-07-01",2022
"22-Jul",대구,수성구,584,211660,4729,216973,"2022-07-01",2022
"22-Jul",대구,중구,305,58909,2673,61887,"2022-07-01",2022
"22-Jul",대구,계,3428,1166799,52497,1222724,"2022-07-01",2022
"22-Jul",인천,강화군,358,37290,10517,48165,"2022-07-01",2022
"22-Jul",인천,계양구,306,121834,178234,300374,"2022-07-01",2022
"22-Jul",인천,남동구,876,248408,44423,293707,"2022-07-01",2022
"22-Jul",인천,동구,106,23616,2641,26363,"2022-07-01",2022
"22-Jul",인천,미추홀구,435,161442,8977,170854,"2022-07-01",2022
"22-Jul",인천,부평구,351,228414,37375,266140,"2022-07-01",2022
"22-Jul",인천,서구,480,276939,12500,289919,"2022-07-01",2022
"22-Jul",인천,연수구,426,202663,8704,211793,"2022-07-01",2022
"22-Jul",인천,옹진군,225,12710,236,13171,"2022-07-01",2022
"22-Jul",인천,중구,627,70667,12265,83559,"2022-07-01",2022
"22-Jul",인천,계,4190,1383983,315872,1704045,"2022-07-01",2022
"22-Jul",광주,광산구,533,199749,13274,213556,"2022-07-01",2022
"22-Jul",광주,남구,226,93231,2939,96396,"2022-07-01",2022
"22-Jul",광주,동구,230,43912,1034,45176,"2022-07-01",2022
"22-Jul",광주,북구,597,192744,9326,202667,"2022-07-01",2022
"22-Jul",광주,서구,754,143328,6380,150462,"2022-07-01",2022
"22-Jul",광주,계,2340,672964,32953,708257,"2022-07-01",2022
"22-Jul",대전,대덕구,240,87786,7592,95618,"2022-07-01",2022
"22-Jul",대전,동구,246,91761,4808,96815,"2022-07-01",2022
"22-Jul",대전,서구,815,208078,9061,217954,"2022-07-01",2022
"22-Jul",대전,유성구,664,183090,5442,189196,"2022-07-01",2022
"22-Jul",대전,중구,229,96572,5544,102345,"2022-07-01",2022
"22-Jul",대전,계,2194,667287,32447,701928,"2022-07-01",2022
"22-Jul",울산,남구,721,154454,7178,162353,"2022-07-01",2022
"22-Jul",울산,동구,192,61983,1176,63351,"2022-07-01",2022
"22-Jul",울산,북구,225,118871,3500,122596,"2022-07-01",2022
"22-Jul",울산,울주군,418,126324,7134,133876,"2022-07-01",2022
"22-Jul",울산,중구,331,100043,2564,102938,"2022-07-01",2022
"22-Jul",울산,계,1887,561675,21552,585114,"2022-07-01",2022
"22-Jul",세종,세종특별자치시,886,186971,3422,191279,"2022-07-01",2022
"22-Jul",세종,계,886,186971,3422,191279,"2022-07-01",2022
"22-Jul",경기,가평군,386,31947,570,32903,"2022-07-01",2022
"22-Jul",경기,고양시 덕양구,665,187095,4126,191886,"2022-07-01",2022
"22-Jul",경기,고양시 일산동구,272,128339,6342,134953,"2022-07-01",2022
"22-Jul",경기,고양시 일산서구,130,116795,4252,121177,"2022-07-01",2022
"22-Jul",경기,과천시,734,29278,710,30722,"2022-07-01",2022
"22-Jul",경기,광명시,301,101381,4476,106158,"2022-07-01",2022
"22-Jul",경기,광주시,415,199366,8588,208369,"2022-07-01",2022
"22-Jul",경기,구리시,273,70571,2792,73636,"2022-07-01",2022
"22-Jul",경기,군포시,298,99184,5239,104721,"2022-07-01",2022
"22-Jul",경기,김포시,540,232172,8542,241254,"2022-07-01",2022
"22-Jul",경기,남양주시,796,313625,9144,323565,"2022-07-01",2022
"22-Jul",경기,동두천시,215,38993,1525,40733,"2022-07-01",2022
"22-Jul",경기,부천시,735,297763,12931,311429,"2022-07-01",2022
"22-Jul",경기,성남시 분당구,370,189658,7416,197444,"2022-07-01",2022
"22-Jul",경기,성남시 수정구,304,77796,2632,80732,"2022-07-01",2022
"22-Jul",경기,성남시 중원구,396,71225,4017,75638,"2022-07-01",2022
"22-Jul",경기,수원시 권선구,492,204912,9557,214961,"2022-07-01",2022
"22-Jul",경기,수원시 영통구,270,147877,3299,151446,"2022-07-01",2022
"22-Jul",경기,수원시 장안구,481,104463,3822,108766,"2022-07-01",2022
"22-Jul",경기,수원시 팔달구,488,73725,3224,77437,"2022-07-01",2022
"22-Jul",경기,시흥시,467,258028,8475,266970,"2022-07-01",2022
"22-Jul",경기,안산시 단원구,581,161141,7602,169324,"2022-07-01",2022
"22-Jul",경기,안산시 상록구,149,145524,5855,151528,"2022-07-01",2022
"22-Jul",경기,안성시,403,110388,4771,115562,"2022-07-01",2022
"22-Jul",경기,안양시 동안구,400,121430,6549,128379,"2022-07-01",2022
"22-Jul",경기,안양시 만안구,162,84425,3965,88552,"2022-07-01",2022
"22-Jul",경기,양주시,407,114413,3497,118317,"2022-07-01",2022
"22-Jul",경기,양평군,580,63288,1957,65825,"2022-07-01",2022
"22-Jul",경기,여주시,459,65635,7277,73371,"2022-07-01",2022
"22-Jul",경기,연천군,310,24305,5258,29873,"2022-07-01",2022
"22-Jul",경기,오산시,217,110659,3996,114872,"2022-07-01",2022
"22-Jul",경기,용인시 기흥구,116,193212,7036,200364,"2022-07-01",2022
"22-Jul",경기,용인시 수지구,59,148318,2424,150801,"2022-07-01",2022
"22-Jul",경기,용인시 처인구,790,136940,8046,145776,"2022-07-01",2022
"22-Jul",경기,의왕시,302,66016,2945,69263,"2022-07-01",2022
"22-Jul",경기,의정부시,751,169344,5683,175778,"2022-07-01",2022
"22-Jul",경기,이천시,425,118905,6415,125745,"2022-07-01",2022
"22-Jul",경기,파주시,538,230741,10810,242089,"2022-07-01",2022
"22-Jul",경기,평택시,765,308333,13275,322373,"2022-07-01",2022
"22-Jul",경기,포천시,397,89209,8872,98478,"2022-07-01",2022
"22-Jul",경기,하남시,426,135642,3528,139596,"2022-07-01",2022
"22-Jul",경기,화성시,958,477847,13344,492149,"2022-07-01",2022
"22-Jul",경기,계,18223,6049908,244784,6312915,"2022-07-01",2022
"22-Jul",강원,강릉시,543,111360,4746,116649,"2022-07-01",2022
"22-Jul",강원,고성군,190,15503,233,15926,"2022-07-01",2022
"22-Jul",강원,동해시,318,46635,1469,48422,"2022-07-01",2022
"22-Jul",강원,삼척시,409,33063,787,34259,"2022-07-01",2022
"22-Jul",강원,속초시,309,39660,1408,41377,"2022-07-01",2022
"22-Jul",강원,양구군,205,12180,148,12533,"2022-07-01",2022
"22-Jul",강원,양양군,191,16363,320,16874,"2022-07-01",2022
"22-Jul",강원,영월군,337,21588,381,22306,"2022-07-01",2022
"22-Jul",강원,원주시,616,183313,5618,189547,"2022-07-01",2022
"22-Jul",강원,인제군,215,19331,306,19852,"2022-07-01",2022
"22-Jul",강원,정선군,348,20869,476,21693,"2022-07-01",2022
"22-Jul",강원,철원군,248,24388,334,24970,"2022-07-01",2022
"22-Jul",강원,춘천시,844,138590,6406,145840,"2022-07-01",2022
"22-Jul",강원,태백시,226,19855,743,20824,"2022-07-01",2022
"22-Jul",강원,평창군,309,26246,536,27091,"2022-07-01",2022
"22-Jul",강원,홍천군,420,39748,1043,41211,"2022-07-01",2022
"22-Jul",강원,화천군,235,13275,180,13690,"2022-07-01",2022
"22-Jul",강원,횡성군,263,27609,848,28720,"2022-07-01",2022
"22-Jul",강원,계,6226,809576,25982,841784,"2022-07-01",2022
"22-Jul",충북,괴산군,220,23500,413,24133,"2022-07-01",2022
"22-Jul",충북,단양군,233,15855,777,16865,"2022-07-01",2022
"22-Jul",충북,보은군,233,18438,972,19643,"2022-07-01",2022
"22-Jul",충북,영동군,258,25415,413,26086,"2022-07-01",2022
"22-Jul",충북,옥천군,211,28002,1162,29375,"2022-07-01",2022
"22-Jul",충북,음성군,264,60468,2003,62735,"2022-07-01",2022
"22-Jul",충북,제천시,336,68490,3439,72265,"2022-07-01",2022
"22-Jul",충북,증평군,93,20086,784,20963,"2022-07-01",2022
"22-Jul",충북,진천군,222,52344,1389,53955,"2022-07-01",2022
"22-Jul",충북,청원군,1,19,0,20,"2022-07-01",2022
"22-Jul",충북,청주시 상당구,503,95880,2644,99027,"2022-07-01",2022
"22-Jul",충북,청주시 서원구,240,101831,4418,106489,"2022-07-01",2022
"22-Jul",충북,청주시 청원구,372,106140,4681,111193,"2022-07-01",2022
"22-Jul",충북,청주시 흥덕구,362,134880,7714,142956,"2022-07-01",2022
"22-Jul",충북,충주시,630,112960,7713,121303,"2022-07-01",2022
"22-Jul",충북,계,4178,864308,38522,907008,"2022-07-01",2022
"22-Jul",충남,계룡시,163,23206,570,23939,"2022-07-01",2022
"22-Jul",충남,공주시,585,55065,2687,58337,"2022-07-01",2022
"22-Jul",충남,금산군,201,28839,2080,31120,"2022-07-01",2022
"22-Jul",충남,논산시,406,61677,2420,64503,"2022-07-01",2022
"22-Jul",충남,당진시,401,99385,4055,103841,"2022-07-01",2022
"22-Jul",충남,보령시,413,53128,1390,54931,"2022-07-01",2022
"22-Jul",충남,부여군,302,34615,1146,36063,"2022-07-01",2022
"22-Jul",충남,서산시,423,98359,3665,102447,"2022-07-01",2022
"22-Jul",충남,서천군,236,27353,818,28407,"2022-07-01",2022
"22-Jul",충남,아산시,534,180814,7156,188504,"2022-07-01",2022
"22-Jul",충남,예산군,421,44110,1397,45928,"2022-07-01",2022
"22-Jul",충남,천안시 동남구,289,135161,5408,140858,"2022-07-01",2022
"22-Jul",충남,천안시 서북구,543,201702,5613,207858,"2022-07-01",2022
"22-Jul",충남,청양군,254,17166,794,18214,"2022-07-01",2022
"22-Jul",충남,태안군,313,35073,556,35942,"2022-07-01",2022
"22-Jul",충남,홍성군,403,53842,1433,55678,"2022-07-01",2022
"22-Jul",충남,계,5887,1149495,41188,1196570,"2022-07-01",2022
"22-Jul",전북,고창군,324,31033,588,31945,"2022-07-01",2022
"22-Jul",전북,군산시,556,133783,6436,140775,"2022-07-01",2022
"22-Jul",전북,김제시,314,46416,2064,48794,"2022-07-01",2022
"22-Jul",전북,남원시,409,41665,2869,44943,"2022-07-01",2022
"22-Jul",전북,무주군,196,13251,402,13849,"2022-07-01",2022
"22-Jul",전북,부안군,268,27781,616,28665,"2022-07-01",2022
"22-Jul",전북,순창군,230,14930,160,15320,"2022-07-01",2022
"22-Jul",전북,완주군,422,53215,3124,56761,"2022-07-01",2022
"22-Jul",전북,익산시,540,138379,5920,144839,"2022-07-01",2022
"22-Jul",전북,임실군,221,14552,428,15201,"2022-07-01",2022
"22-Jul",전북,장수군,249,12417,178,12844,"2022-07-01",2022
"22-Jul",전북,전주시 덕진구,338,175314,6898,182550,"2022-07-01",2022
"22-Jul",전북,전주시 완산구,785,153854,4236,158875,"2022-07-01",2022
"22-Jul",전북,정읍시,357,55659,3637,59653,"2022-07-01",2022
"22-Jul",전북,진안군,270,14471,233,14974,"2022-07-01",2022
"22-Jul",전북,계,5479,926720,37789,969988,"2022-07-01",2022
"22-Jul",전남,강진군,254,18845,1044,20143,"2022-07-01",2022
"22-Jul",전남,고흥군,313,32961,593,33867,"2022-07-01",2022
"22-Jul",전남,곡성군,161,15238,697,16096,"2022-07-01",2022
"22-Jul",전남,광양시,262,87004,6085,93351,"2022-07-01",2022
"22-Jul",전남,구례군,147,13275,748,14170,"2022-07-01",2022
"22-Jul",전남,나주시,476,66734,3179,70389,"2022-07-01",2022
"22-Jul",전남,담양군,226,27926,1684,29836,"2022-07-01",2022
"22-Jul",전남,목포시,412,95425,5522,101359,"2022-07-01",2022
"22-Jul",전남,무안군,566,50552,1098,52216,"2022-07-01",2022
"22-Jul",전남,보성군,231,21804,2513,24548,"2022-07-01",2022
"22-Jul",전남,순천시,507,143723,5363,149593,"2022-07-01",2022
